AGIC SortID,Taxable Year,AGIC,County,All Returns,All Joint Returns,All Taxable Returns,Dependents On Returns,Adjusted Gross Income,Tax Assessed
22,2002,"200,000 to 299,999",Mendocino,224,179,223,139,"53,755,000","3,533,000"
23,2002,"300,000 to 399,999",Mendocino,58,49,58,29,"19,825,000","1,480,000"
24,2002,"400,000 to 499,999",Mendocino,44,37,44,28,"19,734,000","1,478,000"
25,2002,"500,000 to 999,999",Mendocino,50,40,50,20,"32,917,000","2,630,000"
26,2002,"1,000,000 and over",Mendocino,20,17,,10,"31,119,000","2,398,000"
1,2002,Zero and Deficit,Merced,585,267,12,310,"-21,059,000","4,000"
2,2002,"1 to 2,999",Merced,2817,295,118,1026,"4,530,000","1,000"
3,2002,"3,000 to 5,999",Merced,4143,421,1064,2097,"18,868,000","21,000"
4,2002,"6,000 to 8,999",Merced,4768,700,710,3206,"35,838,000","33,000"
5,2002,"9,000 to 11,999",Merced,4884,960,1112,4082,"51,219,000","54,000"
6,2002,"12,000 to 14,999",Merced,4735,1149,1510,4457,"63,956,000","97,000"
7,2002,"15,000 to 17,999",Merced,4719,1402,1729,4620,"77,691,000","177,000"
8,2002,"18,000 to 20,999",Merced,4576,1509,1568,4999,"89,173,000","282,000"
9,2002,"21,000 to 23,999",Merced,3977,1557,1464,4511,"89,419,000","380,000"
10,2002,"24,000 to 26,999",Merced,3507,1467,1362,4192,"89,119,000","472,000"
11,2002,"27,000 to 29,999",Merced,3084,1460,1317,3852,"87,772,000","546,000"
12,2002,"30,000 to 34,999",Merced,4598,2356,2365,5478,"149,104,000","1,171,000"
13,2002,"35,000 to 39,999",Merced,3895,2233,2336,4907,"145,783,000","1,374,000"
14,2002,"40,000 to 49,999",Merced,6237,4081,4721,8025,"279,319,000","3,409,000"
15,2002,"50,000 to 59,999",Merced,4560,3388,4144,5999,"249,707,000","4,126,000"
16,2002,"60,000 to 69,999",Merced,3371,2722,3262,4363,"218,302,000","4,667,000"
17,2002,"70,000 to 79,999",Merced,2393,2050,2355,3109,"178,823,000","4,627,000"
18,2002,"80,000 to 89,999",Merced,1571,1382,1566,1962,"132,980,000","4,076,000"
19,2002,"90,000 to 99,999",Merced,1105,1005,1101,1410,"104,714,000","3,667,000"
20,2002,"100,000 to 149,999",Merced,2134,1960,2127,2481,"252,330,000","11,334,000"
21,2002,"150,000 to 199,999",Merced,453,415,452,519,"77,182,000","4,440,000"
22,2002,"200,000 to 299,999",Merced,284,255,280,312,"68,334,000","4,445,000"
23,2002,"300,000 to 399,999",Merced,105,96,104,111,"36,316,000","2,683,000"
24,2002,"400,000 to 499,999",Merced,54,49,53,58,"23,767,000","1,766,000"
25,2002,"500,000 to 999,999",Merced,77,70,68,81,"52,360,000","3,576,000"
26,2002,"1,000,000 and over",Merced,26,24,24,25,"53,273,000","4,026,000"
1,2002,Zero and Deficit,Modoc,69,52,,23,"-2,071,000",0
2,2002,"1 to 2,999",Modoc,124,32,,34,"182,000",0
3,2002,"3,000 to 5,999",Modoc,140,27,46,26,"629,000",0
4,2002,"6,000 to 8,999",Modoc,175,43,32,63,"1,319,000","1,000"
5,2002,"9,000 to 11,999",Modoc,179,43,49,58,"1,876,000","3,000"
6,2002,"12,000 to 14,999",Modoc,182,59,80,75,"2,464,000","4,000"
7,2002,"15,000 to 17,999",Modoc,188,66,89,80,"3,087,000","10,000"
8,2002,"18,000 to 20,999",Modoc,140,60,56,68,"2,724,000","10,000"
9,2002,"21,000 to 23,999",Modoc,151,76,79,86,"3,402,000","19,000"
10,2002,"24,000 to 26,999",Modoc,148,78,82,89,"3,772,000","21,000"
11,2002,"27,000 to 29,999",Modoc,117,66,77,67,"3,337,000","28,000"
12,2002,"30,000 to 34,999",Modoc,181,97,126,124,"5,847,000","58,000"
13,2002,"35,000 to 39,999",Modoc,142,92,110,93,"5,315,000","64,000"
14,2002,"40,000 to 49,999",Modoc,240,176,211,202,"10,761,000","165,000"
15,2002,"50,000 to 59,999",Modoc,209,165,203,139,"11,464,000","245,000"
16,2002,"60,000 to 69,999",Modoc,150,127,148,134,"9,707,000","238,000"
17,2002,"70,000 to 79,999",Modoc,87,73,87,77,"6,473,000","204,000"
18,2002,"80,000 to 89,999",Modoc,58,52,57,51,"4,913,000","171,000"
19,2002,"90,000 to 99,999",Modoc,43,41,43,39,"4,077,000","158,000"
20,2002,"100,000 to 149,999",Modoc,63,58,62,55,"7,374,000","357,000"
21,2002,"150,000 to 199,999",Modoc,11,10,11,,"1,820,000","111,000"
22,2002,"200,000 to 299,999",Modoc,,,,,"1,948,000","135,000"
23,2002,"300,000 to 399,999",Modoc,,,,,"334,000","27,000"
24,2002,"400,000 to 499,999",Modoc,,,,,"449,000","37,000"
25,2002,"500,000 to 999,999",Modoc,,,,,"1,243,000","54,000"
26,2002,"1,000,000 and over",Modoc,,,,,"4,729,000","435,000"
1,2002,Zero and Deficit,Mono,70,16,,19,"-788,000",0
2,2002,"1 to 2,999",Mono,205,11,15,19,"313,000",0
3,2002,"3,000 to 5,999",Mono,200,11,71,23,"868,000",0
4,2002,"6,000 to 8,999",Mono,232,21,30,55,"1,730,000","1,000"
5,2002,"9,000 to 11,999",Mono,280,32,69,107,"2,954,000","5,000"
6,2002,"12,000 to 14,999",Mono,308,38,157,113,"4,158,000","8,000"
7,2002,"15,000 to 17,999",Mono,300,40,196,122,"4,954,000","18,000"
8,2002,"18,000 to 20,999",Mono,247,33,162,120,"4,819,000","29,000"
9,2002,"21,000 to 23,999",Mono,262,50,165,129,"5,904,000","46,000"
10,2002,"24,000 to 26,999",Mono,239,62,148,139,"6,101,000","52,000"
11,2002,"27,000 to 29,999",Mono,228,67,129,171,"6,500,000","66,000"
12,2002,"30,000 to 34,999",Mono,295,114,203,176,"9,550,000","120,000"
13,2002,"35,000 to 39,999",Mono,271,118,208,190,"10,131,000","154,000"
14,2002,"40,000 to 49,999",Mono,419,234,351,319,"18,859,000","302,000"
15,2002,"50,000 to 59,999",Mono,311,209,290,252,"17,082,000","353,000"
16,2002,"60,000 to 69,999",Mono,243,188,235,189,"15,739,000","352,000"
17,2002,"70,000 to 79,999",Mono,162,134,160,130,"12,093,000","324,000"
18,2002,"80,000 to 89,999",Mono,131,104,130,100,"11,109,000","347,000"
19,2002,"90,000 to 99,999",Mono,89,79,88,81,"8,426,000","266,000"
20,2002,"100,000 to 149,999",Mono,230,194,228,204,"28,036,000","1,165,000"
21,2002,"150,000 to 199,999",Mono,74,58,74,62,"12,595,000","660,000"
22,2002,"200,000 to 299,999",Mono,50,41,50,45,"11,920,000","753,000"
23,2002,"300,000 to 399,999",Mono,16,13,16,13,"5,259,000","373,000"
24,2002,"400,000 to 499,999",Mono,,,,,"2,708,000","201,000"
25,2002,"500,000 to 999,999",Mono,,,,,"4,230,000","282,000"
26,2002,"1,000,000 and over",Mono,,,,,"2,604,000","225,000"
1,2002,Zero and Deficit,Monterey,1437,439,24,454,"-57,709,000","4,000"
2,2002,"1 to 2,999",Monterey,5046,415,413,1144,"7,710,000","6,000"
3,2002,"3,000 to 5,999",Monterey,6498,615,2086,2315,"29,583,000","40,000"
4,2002,"6,000 to 8,999",Monterey,7952,976,1268,4701,"60,002,000","63,000"
5,2002,"9,000 to 11,999",Monterey,8720,1451,1833,7357,"91,687,000","94,000"
6,2002,"12,000 to 14,999",Monterey,8723,1756,2835,7790,"117,605,000","189,000"
7,2002,"15,000 to 17,999",Monterey,8207,1940,3246,7265,"135,307,000","355,000"
8,2002,"18,000 to 20,999",Monterey,7562,2052,3095,7189,"147,326,000","586,000"
9,2002,"21,000 to 23,999",Monterey,6975,2188,3027,6867,"156,785,000","820,000"
10,2002,"24,000 to 26,999",Monterey,6508,2213,2921,6357,"165,848,000","1,079,000"
11,2002,"27,000 to 29,999",Monterey,5929,2068,3078,5865,"168,868,000","1,431,000"
12,2002,"30,000 to 34,999",Monterey,9033,3427,5294,8548,"293,052,000","3,116,000"
13,2002,"35,000 to 39,999",Monterey,7988,3268,5341,7699,"298,968,000","3,984,000"
14,2002,"40,000 to 49,999",Monterey,12430,6070,9661,12440,"555,268,000","9,083,000"
15,2002,"50,000 to 59,999",Monterey,9142,5276,8136,9006,"500,476,000","10,281,000"
16,2002,"60,000 to 69,999",Monterey,6884,4582,6526,6905,"445,778,000","10,788,000"
17,2002,"70,000 to 79,999",Monterey,5368,3936,5214,5426,"401,426,000","11,053,000"
18,2002,"80,000 to 89,999",Monterey,4144,3252,4064,4176,"351,147,000","10,692,000"
19,2002,"90,000 to 99,999",Monterey,3220,2636,3189,3256,"305,025,000","10,313,000"
20,2002,"100,000 to 149,999",Monterey,7688,6619,7618,7626,"919,579,000","38,618,000"
21,2002,"150,000 to 199,999",Monterey,2419,2088,2397,2274,"414,190,000","22,032,000"
22,2002,"200,000 to 299,999",Monterey,1529,1274,1518,1320,"367,170,000","22,552,000"
23,2002,"300,000 to 399,999",Monterey,563,452,561,387,"194,351,000","13,584,000"
24,2002,"400,000 to 499,999",Monterey,287,237,287,224,"128,006,000","9,551,000"
25,2002,"500,000 to 999,999",Monterey,453,372,451,339,"307,757,000","24,186,000"
26,2002,"1,000,000 and over",Monterey,222,179,219,148,"534,657,000","41,582,000"
1,2002,Zero and Deficit,Napa,702,213,12,200,"-30,398,000","19,000"
2,2002,"1 to 2,999",Napa,1741,141,191,215,"2,555,000","2,000"
3,2002,"3,000 to 5,999",Napa,1934,142,782,289,"8,761,000","15,000"
4,2002,"6,000 to 8,999",Napa,2027,203,499,432,"15,183,000","32,000"
5,2002,"9,000 to 11,999",Napa,2097,278,646,648,"22,004,000","37,000"
6,2002,"12,000 to 14,999",Napa,2221,400,929,940,"30,027,000","69,000"
7,2002,"15,000 to 17,999",Napa,2186,455,1089,1074,"36,077,000","113,000"
8,2002,"18,000 to 20,999",Napa,2219,545,1127,1306,"43,236,000","209,000"
9,2002,"21,000 to 23,999",Napa,2189,604,1152,1511,"49,226,000","312,000"
10,2002,"24,000 to 26,999",Napa,2134,660,1187,1416,"54,434,000","448,000"
11,2002,"27,000 to 29,999",Napa,1930,605,1172,1328,"54,970,000","573,000"
12,2002,"30,000 to 34,999",Napa,3197,1178,2075,2376,"103,639,000","1,276,000"
13,2002,"35,000 to 39,999",Napa,2768,1122,2047,2067,"103,730,000","1,548,000"
14,2002,"40,000 to 49,999",Napa,4480,2174,3650,3531,"200,439,000","3,527,000"
15,2002,"50,000 to 59,999",Napa,3386,1919,3070,2891,"185,618,000","4,050,000"
16,2002,"60,000 to 69,999",Napa,2791,1847,2690,2373,"180,829,000","4,604,000"
17,2002,"70,000 to 79,999",Napa,2131,1541,2098,1935,"159,507,000","4,534,000"
18,2002,"80,000 to 89,999",Napa,1722,1373,1691,1511,"145,744,000","4,555,000"
19,2002,"90,000 to 99,999",Napa,1311,1092,1301,1226,"124,383,000","4,272,000"
20,2002,"100,000 to 149,999",Napa,3329,2845,3312,3156,"399,271,000","17,260,000"
21,2002,"150,000 to 199,999",Napa,1182,1031,1177,1058,"202,520,000","10,888,000"
22,2002,"200,000 to 299,999",Napa,844,738,837,804,"203,425,000","12,472,000"
23,2002,"300,000 to 399,999",Napa,326,278,324,288,"112,071,000","7,933,000"
24,2002,"400,000 to 499,999",Napa,158,134,158,112,"71,280,000","5,223,000"
25,2002,"500,000 to 999,999",Napa,245,201,244,166,"164,358,000","12,937,000"
26,2002,"1,000,000 and over",Napa,145,123,143,108,"320,714,000","25,181,000"
1,2002,Zero and Deficit,Nevada,692,250,11,207,"-13,783,000","1,000"
2,2002,"1 to 2,999",Nevada,1675,195,146,195,"2,393,000","3,000"
3,2002,"3,000 to 5,999",Nevada,1817,188,614,240,"8,252,000","12,000"
4,2002,"6,000 to 8,999",Nevada,1907,244,368,343,"14,347,000","19,000"
5,2002,"9,000 to 11,999",Nevada,2035,314,530,563,"21,400,000","24,000"
6,2002,"12,000 to 14,999",Nevada,1982,443,801,614,"26,718,000","51,000"
7,2002,"15,000 to 17,999",Nevada,1955,524,987,632,"32,255,000","98,000"
8,2002,"18,000 to 20,999",Nevada,1827,537,956,679,"35,618,000","177,000"
9,2002,"21,000 to 23,999",Nevada,1711,534,928,731,"38,507,000","248,000"
10,2002,"24,000 to 26,999",Nevada,1666,618,922,771,"42,473,000","309,000"
11,2002,"27,000 to 29,999",Nevada,1615,653,1028,658,"45,994,000","425,000"
12,2002,"30,000 to 34,999",Nevada,2291,1042,1574,1139,"74,322,000","794,000"
13,2002,"35,000 to 39,999",Nevada,2050,1037,1591,1029,"76,788,000","1,002,000"
14,2002,"40,000 to 49,999",Nevada,3466,2141,2905,2171,"155,296,000","2,320,000"
15,2002,"50,000 to 59,999",Nevada,2846,1957,2639,2037,"156,031,000","2,899,000"
16,2002,"60,000 to 69,999",Nevada,2261,1741,2184,1770,"146,574,000","3,290,000"
17,2002,"70,000 to 79,999",Nevada,1767,1456,1744,1476,"132,335,000","3,462,000"
18,2002,"80,000 to 89,999",Nevada,1315,1148,1296,1263,"111,477,000","3,277,000"
19,2002,"90,000 to 99,999",Nevada,957,821,944,850,"90,696,000","3,091,000"
20,2002,"100,000 to 149,999",Nevada,2277,2005,2263,2093,"272,329,000","11,772,000"
21,2002,"150,000 to 199,999",Nevada,663,582,657,628,"112,771,000","6,237,000"
22,2002,"200,000 to 299,999",Nevada,433,385,429,437,"103,871,000","6,462,000"
23,2002,"300,000 to 399,999",Nevada,138,113,137,128,"47,156,000","3,436,000"
24,2002,"400,000 to 499,999",Nevada,62,50,62,52,"27,879,000","2,106,000"
25,2002,"500,000 to 999,999",Nevada,99,86,96,70,"63,184,000","4,773,000"
26,2002,"1,000,000 and over",Nevada,29,23,28,23,"64,403,000","5,219,000"
1,2002,Zero and Deficit,Nonresident,7763,3938,75,4449,"-2,419,133,000","60,000"
2,2002,"1 to 2,999",Nonresident,11305,1895,895,1976,"13,249,000","15,245,000"
3,2002,"3,000 to 5,999",Nonresident,11881,1312,2982,1786,"53,885,000","92,000"
4,2002,"6,000 to 8,999",Nonresident,12918,1676,2415,2650,"97,067,000","143,000"
5,2002,"9,000 to 11,999",Nonresident,13907,2237,5530,3691,"146,081,000","220,000"
6,2002,"12,000 to 14,999",Nonresident,14087,2679,7517,4208,"190,396,000","449,000"
7,2002,"15,000 to 17,999",Nonresident,14245,3303,7442,4911,"234,974,000","655,000"
8,2002,"18,000 to 20,999",Nonresident,13726,3726,7236,5054,"267,365,000","1,049,000"
9,2002,"21,000 to 23,999",Nonresident,12615,3915,7194,5201,"283,406,000","1,382,000"
10,2002,"24,000 to 26,999",Nonresident,11621,4099,6605,5039,"296,182,000","1,610,000"
11,2002,"27,000 to 29,999",Nonresident,11027,4296,6485,5189,"314,229,000","1,876,000"
12,2002,"30,000 to 34,999",Nonresident,16967,7224,10673,8212,"550,805,000","3,726,000"
13,2002,"35,000 to 39,999",Nonresident,15667,7198,10573,7898,"587,116,000","4,519,000"
14,2002,"40,000 to 49,999",Nonresident,28794,14316,21178,15921,"1,292,527,000","11,681,000"
15,2002,"50,000 to 59,999",Nonresident,24775,13610,19520,14714,"1,358,942,000","14,612,000"
16,2002,"60,000 to 69,999",Nonresident,20803,12721,16813,13301,"1,349,459,000","15,607,000"
17,2002,"70,000 to 79,999",Nonresident,17235,11419,14221,11806,"1,289,958,000","16,096,000"
18,2002,"80,000 to 89,999",Nonresident,14508,10155,12156,10134,"1,231,458,000","15,977,000"
19,2002,"90,000 to 99,999",Nonresident,12302,8845,10217,9102,"1,166,709,000","16,399,000"
20,2002,"100,000 to 149,999",Nonresident,37648,28631,31634,29808,"4,578,983,000","70,833,000"
21,2002,"150,000 to 199,999",Nonresident,19348,15269,16076,16694,"3,341,685,000","54,163,000"
22,2002,"200,000 to 299,999",Nonresident,20460,16589,17064,20105,"4,989,020,000","73,740,000"
23,2002,"300,000 to 399,999",Nonresident,11241,9144,9522,11400,"3,895,803,000","52,042,000"
24,2002,"400,000 to 499,999",Nonresident,7533,6184,6528,8057,"3,365,251,000","40,540,000"
25,2002,"500,000 to 999,999",Nonresident,16141,13392,14022,17150,"11,262,102,000","121,945,000"
26,2002,"1,000,000 and over",Nonresident,16670,13473,14080,17649,"78,115,032,000","453,283,000"
1,2002,Zero and Deficit,Orange,14622,3620,230,3852,"-368,006,000","93,000"
2,2002,"1 to 2,999",Orange,47241,3872,4085,6615,"69,434,000","67,000"
3,2002,"3,000 to 5,999",Orange,52125,4577,17984,11282,"234,942,000","355,000"
4,2002,"6,000 to 8,999",Orange,56218,6687,11690,19205,"422,025,000","585,000"
5,2002,"9,000 to 11,999",Orange,56874,9026,15970,29287,"596,588,000","876,000"
6,2002,"12,000 to 14,999",Orange,59275,11476,23725,36869,"800,981,000","1,639,000"
7,2002,"15,000 to 17,999",Orange,58826,13290,26152,41714,"969,682,000","3,333,000"
8,2002,"18,000 to 20,999",Orange,55419,14119,25367,42482,"1,079,516,000","4,787,000"
9,2002,"21,000 to 23,999",Orange,51051,14644,24327,40961,"1,147,254,000","6,621,000"
10,2002,"24,000 to 26,999",Orange,47506,14509,24057,37923,"1,210,126,000","8,760,000"
11,2002,"27,000 to 29,999",Orange,44218,14270,24799,35687,"1,259,175,000","11,520,000"
12,2002,"30,000 to 34,999",Orange,67237,23347,41714,54032,"2,181,321,000","24,761,000"
13,2002,"35,000 to 39,999",Orange,60280,22709,42708,47430,"2,256,963,000","32,044,000"
14,2002,"40,000 to 49,999",Orange,98922,41739,79936,78869,"4,427,318,000","217,698,000"
15,2002,"50,000 to 59,999",Orange,75243,38189,67422,63060,"4,122,407,000","88,594,000"
16,2002,"60,000 to 69,999",Orange,60804,35766,57626,53876,"3,942,309,000","98,154,000"
17,2002,"70,000 to 79,999",Orange,49678,33302,48259,46916,"3,717,242,000","102,035,000"
18,2002,"80,000 to 89,999",Orange,40602,29886,39954,40676,"3,443,443,000","103,559,000"
19,2002,"90,000 to 99,999",Orange,33437,26330,33101,35215,"3,170,908,000","104,041,000"
20,2002,"100,000 to 149,999",Orange,92852,78440,92383,101566,"11,202,177,000","459,625,000"
21,2002,"150,000 to 199,999",Orange,34291,29963,34127,38906,"5,868,324,000","305,490,000"
22,2002,"200,000 to 299,999",Orange,22060,19217,21959,25499,"5,274,571,000","318,630,000"
23,2002,"300,000 to 399,999",Orange,7504,6438,7459,8303,"2,572,799,000","177,701,000"
24,2002,"400,000 to 499,999",Orange,3619,3119,3591,4075,"1,611,670,000","118,048,000"
25,2002,"500,000 to 999,999",Orange,5282,4546,5244,5787,"3,568,229,000","277,762,000"
26,2002,"1,000,000 and over",Orange,2737,2308,2710,2744,"7,751,568,000","622,316,000"
1,2002,Zero and Deficit,Placer,1663,492,26,470,"-37,742,000","7,000"
2,2002,"1 to 2,999",Placer,5082,454,519,523,"7,580,000","6,000"
3,2002,"3,000 to 5,999",Placer,5692,467,2368,724,"25,575,000","46,000"
4,2002,"6,000 to 8,999",Placer,5432,610,1412,1054,"40,782,000","68,000"
5,2002,"9,000 to 11,999",Placer,5715,831,1864,1486,"60,004,000","101,000"
6,2002,"12,000 to 14,999",Placer,5682,974,2712,1612,"76,641,000","191,000"
7,2002,"15,000 to 17,999",Placer,5609,1171,3085,2007,"92,490,000","319,000"
8,2002,"18,000 to 20,999",Placer,5442,1373,3026,2146,"106,057,000","570,000"
9,2002,"21,000 to 23,999",Placer,5027,1372,2903,2129,"113,198,000","798,000"
10,2002,"24,000 to 26,999",Placer,4945,1530,2891,2231,"126,058,000","1,043,000"
11,2002,"27,000 to 29,999",Placer,4590,1579,2964,2246,"130,781,000","1,336,000"
12,2002,"30,000 to 34,999",Placer,7046,2752,4874,3556,"228,527,000","2,694,000"
13,2002,"35,000 to 39,999",Placer,6602,2835,5109,3731,"247,423,000","3,465,000"
14,2002,"40,000 to 49,999",Placer,11315,5798,9611,7549,"507,615,000","8,381,000"
15,2002,"50,000 to 59,999",Placer,9333,5749,8531,7240,"512,356,000","10,030,000"
16,2002,"60,000 to 69,999",Placer,8050,5721,7729,7238,"522,199,000","11,850,000"
17,2002,"70,000 to 79,999",Placer,6835,5397,6722,6667,"511,446,000","13,130,000"
18,2002,"80,000 to 89,999",Placer,5810,4885,5764,6025,"493,211,000","14,416,000"
19,2002,"90,000 to 99,999",Placer,4872,4256,4843,5441,"461,896,000","15,154,000"
20,2002,"100,000 to 149,999",Placer,12294,11143,12253,14183,"1,476,751,000","61,776,000"
21,2002,"150,000 to 199,999",Placer,3780,3461,3773,4540,"646,032,000","34,566,000"
22,2002,"200,000 to 299,999",Placer,2280,2053,2268,2792,"544,154,000","33,736,000"
23,2002,"300,000 to 399,999",Placer,750,664,746,846,"256,866,000","17,968,000"
24,2002,"400,000 to 499,999",Placer,321,281,319,365,"142,790,000","10,795,000"
25,2002,"500,000 to 999,999",Placer,447,387,446,524,"300,934,000","24,199,000"
26,2002,"1,000,000 and over",Placer,194,169,193,195,"532,636,000","44,068,000"
1,2002,Zero and Deficit,Plumas,117,50,,43,"-1,368,000",0
2,2002,"1 to 2,999",Plumas,380,41,24,44,"591,000",0
3,2002,"3,000 to 5,999",Plumas,468,57,170,81,"2,122,000","2,000"
4,2002,"6,000 to 8,999",Plumas,428,69,83,109,"3,206,000","3,000"
5,2002,"9,000 to 11,999",Plumas,408,81,110,114,"4,274,000","5,000"
6,2002,"12,000 to 14,999",Plumas,375,97,139,97,"5,033,000","7,000"
7,2002,"15,000 to 17,999",Plumas,399,129,188,122,"6,569,000","19,000"
8,2002,"18,000 to 20,999",Plumas,394,134,183,166,"7,654,000","31,000"
9,2002,"21,000 to 23,999",Plumas,359,146,177,201,"8,095,000","46,000"
10,2002,"24,000 to 26,999",Plumas,331,149,169,182,"8,418,000","54,000"
11,2002,"27,000 to 29,999",Plumas,319,152,213,148,"9,052,000","84,000"
12,2002,"30,000 to 34,999",Plumas,471,245,332,277,"15,337,000","161,000"
13,2002,"35,000 to 39,999",Plumas,464,258,373,259,"17,407,000","232,000"
14,2002,"40,000 to 49,999",Plumas,748,507,654,545,"33,553,000","502,000"
15,2002,"50,000 to 59,999",Plumas,603,443,580,457,"32,958,000","664,000"
16,2002,"60,000 to 69,999",Plumas,439,379,430,412,"28,425,000","650,000"
17,2002,"70,000 to 79,999",Plumas,336,291,335,308,"25,105,000","710,000"
18,2002,"80,000 to 89,999",Plumas,243,225,242,185,"20,559,000","668,000"
19,2002,"90,000 to 99,999",Plumas,160,146,159,126,"15,129,000","565,000"
20,2002,"100,000 to 149,999",Plumas,332,307,331,258,"39,055,000","1,794,000"
21,2002,"150,000 to 199,999",Plumas,84,77,83,77,"14,328,000","801,000"
22,2002,"200,000 to 299,999",Plumas,44,35,44,32,"10,234,000","693,000"
23,2002,"300,000 to 399,999",Plumas,11,11,11,13,"3,782,000","277,000"
24,2002,"400,000 to 499,999",Plumas,,,,,"3,596,000","269,000"
25,2002,"500,000 to 999,999",Plumas,,,,,"3,695,000","311,000"
26,2002,"1,000,000 and over",Plumas,,,,,"10,929,000","500,000"
1,2002,Zero and Deficit,Resident Out Of State Address,3018,806,70,776,"-95,730,000","31,000"
2,2002,"1 to 2,999",Resident Out Of State Address,8426,908,444,1418,"11,161,000","13,000"
3,2002,"3,000 to 5,999",Resident Out Of State Address,9366,848,1691,1864,"42,560,000","36,000"
4,2002,"6,000 to 8,999",Resident Out Of State Address,11049,1226,1185,2825,"83,115,000","77,000"
5,2002,"9,000 to 11,999",Resident Out Of State Address,10719,1581,3138,3792,"112,152,000","125,000"
6,2002,"12,000 to 14,999",Resident Out Of State Address,10352,1834,5238,3944,"139,637,000","327,000"
7,2002,"15,000 to 17,999",Resident Out Of State Address,9860,2072,5710,4193,"162,512,000","602,000"
8,2002,"18,000 to 20,999",Resident Out Of State Address,9115,2150,5379,4129,"177,539,000","1,044,000"
9,2002,"21,000 to 23,999",Resident Out Of State Address,8075,2099,4954,3940,"181,513,000","1,389,000"
